url,title,label,category
https://baomoi.com/klopp-tiet-lo-ngay-tro-lai-liverpool-c51662227.epi,Klopp tiết lộ ngày trở lại Liverpool,True,Bóng đá
https://baomoi.com/hlv-ancelotti-nhieu-cau-thu-real-madrid-tung-bat-lai-toi-c51663221.epi,HLV Ancelotti: 'Nhiều cầu thủ Real Madrid từng 'bật' lại tôi',True,Bóng đá
https://baomoi.com/nottingham-choc-thung-luoi-man-city-o-phut-83-c51664168.epi,Nottingham chọc thủng lưới Man City ở phút 83,True,Bóng đá
https://baomoi.com/arsenal-vuot-mat-man-utd-trong-cuoc-dua-gianh-sieu-tien-dao-c51664596.epi,Arsenal vượt mặt Man Utd trong cuộc đua giành siêu tiền đạo,True,Bóng đá
https://baomoi.com/man-city-thua-bac-nhuoc-tren-san-khach-c51664320.epi,Man City thua bạc nhược trên sân khách,True,Bóng đá
https://baomoi.com/ket-qua-vong-28-ngoai-hang-anh-salah-lap-cu-dup-liverpool-nguoc-dong-ha-southampton-c51664546.epi,"Kết quả vòng 28 Ngoại hạng Anh: Salah lập cú đúp, Liverpool ngược dòng hạ Southampton",True,Bóng đá
https://baomoi.com/nottingham-choc-thung-luoi-man-city-o-phut-83-c51664168.epi,Nottingham chọc thủng lưới Man City ở phút 83,True,Bóng đá
https://baomoi.com/hlv-vu-hong-viet-tiet-lo-li-do-dieu-chinh-doi-hinh-phut-chot-do-su-co-c51664551.epi,HLV Vũ Hồng Việt tiết lộ lí do điều chỉnh đội hình phút chót do sự cố,True,Bóng đá
https://baomoi.com/thang-o-go-dau-sau-16-nam-the-cong-viettel-len-nhi-bang-c51664479.epi,"Thắng ở Gò Đậu sau 16 năm, Thể Công Viettel lên nhì bảng",True,Bóng đá
https://baomoi.com/cuu-thu-mon-hagl-mac-sai-lam-kho-hieu-c51664493.epi,Cựu thủ môn HAGL mắc sai lầm khó hiểu,True,Bóng đá
https://baomoi.com/nhung-nhan-to-dang-chu-y-cua-doi-tuyen-viet-nam-dip-fifa-days-thang-3-2025-c51664491.epi,Những nhân tố đáng chú ý của đội tuyển Việt Nam dịp FIFA Days tháng 3-2025,True,Bóng đá
https://baomoi.com/giai-u19-nu-quoc-gia-ha-noi-gianh-tron-3-diem-c51664469.epi,Giải U19 nữ Quốc gia: Hà Nội giành trọn 3 điểm,True,Bóng đá
https://baomoi.com/quang-hai-toa-sang-cahn-hoa-kich-tinh-truoc-doi-bong-thanh-nam-c51664462.epi,"Quang Hải tỏa sáng, CAHN hòa kịch tính trước đội bóng thành Nam",True,Bóng đá
https://baomoi.com/ket-qua-bong-da-viet-nam-hom-nay-8-3-tien-linh-im-tieng-binh-duong-that-bai-c51664461.epi,"Kết quả bóng đá Việt Nam hôm nay 8/3: Tiến Linh im tiếng, Bình Dương thất bại",True,Bóng đá
https://baomoi.com/tien-linh-nguy-co-lo-tran-gap-campuchia-va-lao-c51664472.epi,Tiến Linh nguy cơ lỡ trận gặp Campuchia và Lào,True,Bóng đá
https://baomoi.com/ket-qua-ngoai-hang-anh-2024-25-vong-28-moi-nhat-c51663941.epi,Kết quả Ngoại hạng Anh 2024/25 - Vòng 28 mới nhất,True,Bóng đá
https://baomoi.com/can-canh-pha-bong-khien-tien-linh-roi-san-bang-cang-c51664471.epi,Cận cảnh pha bóng khiến Tiến Linh rời sân bằng cáng,True,Bóng đá
https://baomoi.com/thua-soc-nottingham-forest-man-city-vo-mong-top-3-c51664322.epi,"Thua sốc Nottingham Forest, Man City vỡ mộng Top 3",True,Bóng đá
https://baomoi.com/arsenal-vuot-mat-man-utd-trong-cuoc-dua-gianh-sieu-tien-dao-c51664596.epi,Arsenal vượt mặt Man Utd trong cuộc đua giành siêu tiền đạo,True,Bóng đá
https://baomoi.com/hlv-cong-manh-noi-ve-chan-thuong-cua-tien-linh-c51664153.epi,HLV Công Mạnh nói về chấn thương của Tiến Linh,True,Bóng đá
https://baomoi.com/tuan-linh-mac-sai-lam-binh-dinh-thua-slna-o-chung-ket-nguoc-c51664054.epi,"Tuấn Linh mắc sai lầm, Bình Định thua SLNA ở 'chung kết ngược'",True,Bóng đá
https://baomoi.com/man-city-thua-bac-nhuoc-tren-san-khach-c51664320.epi,Man City thua bạc nhược trên sân khách,True,Bóng đá
https://baomoi.com/hoa-nam-dinh-dau-cham-het-cho-hlv-polking-c51664218.epi,"Hòa Nam Định, dấu chấm hết cho HLV Polking?",True,Bóng đá
https://baomoi.com/chia-diem-voi-nam-dinh-o-hang-day-cong-an-ha-noi-gap-kho-trong-cuoc-dua-vo-dich-c51664355.epi,"Chia điểm với Nam Định ở Hàng Đẫy, Công an Hà Nội gặp khó trong cuộc đua vô địch",True,Bóng đá
https://baomoi.com/su-that-ve-cuoc-chien-suat-da-chinh-cua-modric-c51663609.epi,Sự thật về cuộc chiến suất đá chính của Modric,True,Bóng đá
https://baomoi.com/ket-qua-bong-da-ngoai-hang-anh-2024-2025-ket-qua-bong-da-ngay-8-3-c51664447.epi,"Kết quả bóng đá Ngoại hạng Anh 2024-2025, kết quả bóng đá ngày 8/3",True,Bóng đá
https://baomoi.com/tien-linh-chan-thuong-truoc-ngay-len-tuyen-viet-nam-c51664465.epi,Tiến Linh chấn thương trước ngày lên tuyển Việt Nam,True,Bóng đá
https://baomoi.com/cahn-1-1-clb-nam-dinh-vong-16-v-league-2024-25-c51664470.epi,CAHN 1-1 CLB Nam Định vòng 16 V.League 2024/25,True,Bóng đá
https://baomoi.com/giai-waap-2025-jeneath-wong-malaysia-vuon-len-dan-dau-le-chuc-an-hoan-thanh-vong-3-voi-71-gay-c51664385.epi,"Giải WAAP 2025: Jeneath Wong (Malaysia) vươn lên dẫn đầu, Lê Chúc An hoàn thành vòng 3 với 71 gậy",True,Bóng đá
